url,varianta,format_audit,kb_audit,status_acum,format_crawler_acum,kb_crawler_acum,format_browser,kb_browser,dimensiune_px_servita,peste_200kb_in_browser
https://www.alessandrodesign.ro/cdn/shop/files/62a5589b-3195-4f8f-b265-58fdfdfbf4ee.png?v=1741785325&width=1946,width=1946,image/png,801,200,image/png,835,image/webp,41,1417x1417,nu
https://www.alessandrodesign.ro/cdn/shop/files/62a5589b-3195-4f8f-b265-58fdfdfbf4ee.png?v=1741785325&width=1445,width=1445,image/png,801,200,image/png,835,image/webp,41,1417x1417,nu
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/Screenshot_2025-03-15_at_15.57.59.png?v=1742047101,original,image/png,769,200,image/png,793,image/webp,54,2302x1002,nu
https://www.alessandrodesign.ro/cdn/shop/files/Screenshot_2025-03-17_at_22.53.07.png?v=1742244813&width=1946,width=1946,image/png,736,200,image/png,750,image/webp,182,1416x2018,nu
https://www.alessandrodesign.ro/cdn/shop/files/Screenshot_2025-03-17_at_22.53.07.png?v=1742244813&width=1445,width=1445,image/png,736,200,image/png,750,image/webp,182,1416x2018,nu
https://www.alessandrodesign.ro/cdn/shop/files/a2_b302196a-83b0-40bd-bea1-13da4fd952c2.png?v=1742300304&width=1445,width=1445,image/png,717,200,image/png,739,image/webp,24,1445x1445,nu
https://www.alessandrodesign.ro/cdn/shop/files/fb8a0054-3f48-4591-ad32-c80a25d66ef8.png?v=1741855453&width=1946,width=1946,image/png,690,200,image/png,727,image/webp,44,1600x1600,nu
https://www.alessandrodesign.ro/cdn/shop/files/Camera.jpg?v=1741883759&width=2048,width=2048,image/jpeg,643,200,image/jpeg,643,image/webp,542,2048x2047,DA
https://www.alessandrodesign.ro/cdn/shop/files/Lustra_LED_MORNIKA_12W_lumina_Rece_Calda_Neutra_Alb-mockup3.png?v=1742225839&width=1445,width=1445,image/png,602,200,image/png,632,image/webp,40,1080x1080,nu
https://www.alessandrodesign.ro/cdn/shop/files/Lustra_LED_MORNIKA_12W_lumina_Rece_Calda_Neutra_Alb-mockup3.png?v=1742225839&width=1946,width=1946,image/png,602,200,image/png,632,image/webp,40,1080x1080,nu
https://i.ibb.co/gvbtDcy/3-imagini-maree.png,extern,image/png,592,200,image/png,592,image/png,592,1366x500,DA
https://www.alessandrodesign.ro/cdn/shop/files/Camera.jpg?v=1741883759&width=1946,width=1946,image/jpeg,591,200,image/jpeg,591,image/webp,521,1946x1945,DA
https://www.alessandrodesign.ro/cdn/shop/files/c7cbbbb7-5194-49b9-ad27-9c9dccf48022.png?v=1741173297,original,image/png,586,200,image/png,602,image/webp,34,1426x1426,nu
https://www.alessandrodesign.ro/cdn/shop/files/c7cbbbb7-5194-49b9-ad27-9c9dccf48022.png?v=1741173297&width=2048,width=2048,image/png,586,200,image/png,602,image/webp,34,1426x1426,nu
https://www.alessandrodesign.ro/cdn/shop/files/c7cbbbb7-5194-49b9-ad27-9c9dccf48022.png?v=1741173297&width=1946,width=1946,image/png,586,200,image/png,602,image/webp,34,1426x1426,nu
https://www.alessandrodesign.ro/cdn/shop/files/c7cbbbb7-5194-49b9-ad27-9c9dccf48022.png?v=1741173297&width=1445,width=1445,image/png,586,200,image/png,602,image/webp,34,1426x1426,nu
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/Screenshot_2025-03-14_at_18.56.38.png?v=1741971429,original,image/png,570,404,text/html; charset=utf-8,0,text/html; charset=utf-8,0,,nu
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/BANNER_LANDING_a61f486a-9ffa-42e5-8c02-53d09f4bd379.png?v=1740740700&width=2048,width=2048,image/png,558,200,image/png,563,image/webp,141,1920x556,nu
https://www.alessandrodesign.ro/cdn/shop/files/c7cbbbb7-5194-49b9-ad27-9c9dccf48022_78e46d19-2368-4be6-98bc-da285abf04cd.png?v=1741173492&width=1946,width=1946,image/png,540,200,image/png,559,image/webp,33,1426x1426,nu
https://www.alessandrodesign.ro/cdn/shop/files/c7cbbbb7-5194-49b9-ad27-9c9dccf48022_78e46d19-2368-4be6-98bc-da285abf04cd.png?v=1741173492&width=2048,width=2048,image/png,540,200,image/png,559,image/webp,33,1426x1426,nu
https://www.alessandrodesign.ro/cdn/shop/files/c7cbbbb7-5194-49b9-ad27-9c9dccf48022_78e46d19-2368-4be6-98bc-da285abf04cd.png?v=1741173492,original,image/png,540,200,image/png,559,image/webp,33,1426x1426,nu
https://www.alessandrodesign.ro/cdn/shop/files/c7cbbbb7-5194-49b9-ad27-9c9dccf48022_78e46d19-2368-4be6-98bc-da285abf04cd.png?v=1741173492&width=1445,width=1445,image/png,540,200,image/png,559,image/webp,33,1426x1426,nu
https://www.alessandrodesign.ro/cdn/shop/files/metal-warehouse.jpg?v=1741134602&width=1500,width=1500,image/jpeg,534,200,image/jpeg,534,image/webp,351,1500x1000,DA
https://www.alessandrodesign.ro/cdn/shop/collections/super-oferta.png?v=1739985613&width=1500,width=1500,image/png,530,404,text/html; charset=utf-8,0,text/html; charset=utf-8,0,,nu
https://www.alessandrodesign.ro/cdn/shop/files/a2_b302196a-83b0-40bd-bea1-13da4fd952c2.png?v=1742300304&width=1946,width=1946,image/png,520,200,image/png,538,image/webp,26,1600x1600,nu
https://www.alessandrodesign.ro/cdn/shop/files/791b4ddc-aa6b-4ebc-ba71-7ff28d538c59.png?v=1741963690&width=1946,width=1946,image/png,503,200,image/png,533,image/webp,32,1249x1249,nu
https://www.alessandrodesign.ro/cdn/shop/files/791b4ddc-aa6b-4ebc-ba71-7ff28d538c59.png?v=1741963690&width=1445,width=1445,image/png,503,200,image/png,533,image/webp,32,1249x1249,nu
https://www.alessandrodesign.ro/cdn/shop/files/f834bb76-81d9-4e44-a7e7-8d7201ba7259.png?v=1741609718&width=533,width=533,image/png,494,200,image/png,511,image/webp,75,533x533,nu
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/BANNER_COLLECTION_27c032b7-43af-4123-846e-fe3b0b8dcd1c.png?v=1740826953,original,image/png,487,200,image/png,506,image/webp,38,2328x398,nu
https://www.alessandrodesign.ro/cdn/shop/files/Lustra_LED_NOOR_50W_lumina_Rece_Calda_Neutra_Alb-mockup.jpg?v=1742229929&width=1946,width=1946,image/jpeg,472,404,text/html; charset=utf-8,0,text/html; charset=utf-8,0,,nu
https://www.alessandrodesign.ro/cdn/shop/files/cfff03bb-19a2-4241-8b93-616f2a284450.png?v=1742916003&width=1445,width=1445,image/png,467,200,image/png,486,image/webp,31,1426x1426,nu
https://www.alessandrodesign.ro/cdn/shop/files/cfff03bb-19a2-4241-8b93-616f2a284450.png?v=1742916003&width=1946,width=1946,image/png,467,200,image/png,486,image/webp,31,1426x1426,nu
https://www.alessandrodesign.ro/cdn/shop/files/a1_fcf0d8e2-0900-4c2a-b9b3-194cfc79c3a6.png?v=1741868409&width=1946,width=1946,image/png,462,404,text/html; charset=utf-8,0,text/html; charset=utf-8,0,,nu
https://www.alessandrodesign.ro/cdn/shop/files/c2fa58d9-b53f-4e16-99d1-c0ecd42ee024.png?v=1741612200&width=533,width=533,image/png,431,200,image/png,434,image/webp,41,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/8d1ac828-e333-4261-8ba1-d01451ff399f.png?v=1742372166&width=533,width=533,image/png,424,200,image/png,428,image/webp,49,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/931629d1-83cb-44d1-9ede-4fb8ca0c9b25.png?v=1741681432&width=533,width=533,image/png,411,200,image/png,412,image/webp,40,478x500,nu
https://www.alessandrodesign.ro/cdn/shop/files/931629d1-83cb-44d1-9ede-4fb8ca0c9b25.png?v=1741681432&width=1946,width=1946,image/png,411,200,image/png,412,image/webp,40,478x500,nu
https://www.alessandrodesign.ro/cdn/shop/files/931629d1-83cb-44d1-9ede-4fb8ca0c9b25.png?v=1741681432&width=1445,width=1445,image/png,411,200,image/png,412,image/webp,40,478x500,nu
https://www.alessandrodesign.ro/cdn/shop/files/Untitled-1.png?v=1741961633&width=1946,width=1946,image/png,408,200,image/png,420,image/webp,35,1500x1500,nu
https://i.ibb.co/kHpCZt4/IP20-ideal-interior.png,extern,image/png,405,200,image/png,405,image/png,405,1366x768,DA
https://www.alessandrodesign.ro/cdn/shop/files/Untitled-1.png?v=1741961633&width=1445,width=1445,image/png,399,200,image/png,412,image/webp,34,1445x1445,nu
https://www.alessandrodesign.ro/cdn/shop/files/Lustra_LED_MORNIKA_12W_lumina_Rece_Calda_Neutra_Alb-mockup2_1.png?v=1742225839&width=533,width=533,image/png,387,200,image/png,399,image/webp,34,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/2f87295b-4943-4d2c-89da-42d91a97096f.png?v=1742220371&width=533,width=533,image/png,385,200,image/png,402,image/webp,25,533x620,nu
https://i.ibb.co/St4svsW/banner-telecomanda.png,extern,image/png,379,200,image/png,379,image/png,379,1366x768,DA
https://www.alessandrodesign.ro/cdn/shop/files/WPSPhotos_1_90579005-d223-41b9-ba05-ccfd54e02ad0.png?v=1741680746&width=533,width=533,image/png,366,200,image/png,379,image/webp,28,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/WPSPhotos_1_3be71866-3b80-45cb-905f-6f3cb2dffd5e.png?v=1741680722&width=533,width=533,image/png,366,200,image/png,379,image/webp,28,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/WPSPhotos_1_223d43f7-6d63-4577-afff-f1a157e548d1.png?v=1741680681&width=533,width=533,image/png,366,200,image/png,379,image/webp,28,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/f1ffa963-61d0-4ae8-9732-43907fc0db3c.png?v=1741681420&width=533,width=533,image/png,366,200,image/png,381,image/webp,42,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/WPS_Photos_1_04e5d7fc-092c-40f6-9ee1-2b0c821fbd02.png?v=1742220537&width=1946,width=1946,image/png,346,200,image/png,349,image/webp,22,742x706,nu
https://www.alessandrodesign.ro/cdn/shop/files/WPS_Photos_1_04e5d7fc-092c-40f6-9ee1-2b0c821fbd02.png?v=1742220537&width=1445,width=1445,image/png,346,200,image/png,349,image/webp,22,742x706,nu
https://www.alessandrodesign.ro/cdn/shop/files/b4b25579-5505-4463-bc97-eebf7a06fe66.png?v=1741771569&width=533,width=533,image/png,344,200,image/png,342,image/webp,35,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/0aa50e61-324e-4599-8453-092f29795614.png?v=1742298761&width=533,width=533,image/png,342,200,image/png,351,image/webp,29,533x532,nu
https://www.alessandrodesign.ro/cdn/shop/files/WPSPhotos_1_30b3cd22-8a50-4970-95f0-51e368d8896d.png?v=1742223344&width=533,width=533,image/png,339,200,image/png,346,image/webp,22,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/Camera.jpg?v=1741883759&width=1445,width=1445,image/jpeg,338,200,image/jpeg,338,image/webp,306,1445x1444,DA
https://www.alessandrodesign.ro/cdn/shop/files/WPSPhotos_1_f79149e7-2f99-4f87-905b-d9ce162248b9.png?v=1742219996&width=533,width=533,image/png,332,200,image/png,348,image/webp,22,533x477,nu
https://www.alessandrodesign.ro/cdn/shop/files/WPS_Photos_1_b45a1583-8007-44d5-a29f-10546c8c6ddc.png?v=1742223510&width=1445,width=1445,image/png,325,200,image/png,334,image/webp,38,598x554,nu
https://www.alessandrodesign.ro/cdn/shop/files/WPS_Photos_1_b45a1583-8007-44d5-a29f-10546c8c6ddc.png?v=1742223510&width=1946,width=1946,image/png,325,200,image/png,334,image/webp,38,598x554,nu
https://www.alessandrodesign.ro/cdn/shop/files/931629d1-83cb-44d1-9ede-4fb8ca0c9b25.png?v=1741681432&width=416,width=416,image/png,321,200,image/png,322,image/webp,33,416x435,nu
https://www.alessandrodesign.ro/cdn/shop/files/LustraLEDcutelecomandaAMI_50W_3Inimi_luminaRece_Calda_Neutra_Dimabila_Alb_2.png?v=1742219588&width=533,width=533,image/png,320,200,image/png,338,image/webp,24,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/candelabru-cristal-exodus-auriu-1718177380_1__Nero_AI_Image_Upscaler_Photo_Face_1.webp?v=1741613790&width=1946,width=1946,image/jpeg,317,200,image/jpeg,317,image/webp,255,1946x1946,DA
https://www.alessandrodesign.ro/cdn/shop/files/f834bb76-81d9-4e44-a7e7-8d7201ba7259.png?v=1741609718&width=416,width=416,image/png,316,200,image/png,325,image/webp,53,416x416,nu
https://www.alessandrodesign.ro/cdn/shop/files/Lustra_LED_MORNIKA_12W_lumina_Rece_Calda_Neutra_Alb-Mockup.jpg?v=1742225839&width=1946,width=1946,image/jpeg,314,200,image/jpeg,314,image/webp,195,1946x1946,nu
https://www.alessandrodesign.ro/cdn/shop/files/d48677f1-f5a0-4f95-b9ca-7f6c6359aadc.png?v=1742392073&width=533,width=533,image/png,310,200,image/png,319,image/webp,31,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/270532f8-7e77-40ab-8512-26ab649851d2.png?v=1741611768&width=533,width=533,image/png,307,200,image/png,315,image/webp,32,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/WPS_Photos_1_b45a1583-8007-44d5-a29f-10546c8c6ddc.png?v=1742223510&width=533,width=533,image/png,307,200,image/png,314,image/webp,33,533x494,nu
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/cosul_tau_100.png?v=1741069645,original,image/png,299,200,image/png,304,image/webp,41,1200x479,nu
https://www.alessandrodesign.ro/cdn/shop/files/a1_1305d349-1eff-458f-a695-d7702d5cce1d.png?v=1741861265&width=533,width=533,image/png,294,200,image/png,303,image/webp,28,533x533,nu
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/SHVULC.webp?v=1738313591&width=2048,width=2048,image/jpeg,294,200,image/jpeg,294,image/webp,185,2000x1500,nu
https://www.alessandrodesign.ro/cdn/shop/files/Lustra_LED_NOOR_50W_lumina_Rece_Calda_Neutra_Alb-mockup.jpg?v=1742229929&width=1445,width=1445,image/jpeg,291,404,text/html; charset=utf-8,0,text/html; charset=utf-8,0,,nu
https://www.alessandrodesign.ro/cdn/shop/files/a2_b27f1dde-e33d-494b-939c-bf3a145d8ac5.png?v=1742198858&width=533,width=533,image/png,287,200,image/png,300,image/webp,20,533x533,nu
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/SHVOL.webp?v=1738313570&width=2048,width=2048,image/jpeg,286,200,image/jpeg,286,image/webp,220,2000x1500,DA
https://www.alessandrodesign.ro/cdn/shop/files/a1_685d9d35-2a30-4119-a2d2-fe44bac41ec1.png?v=1741888488&width=533,width=533,image/png,285,200,image/png,296,image/webp,26,533x533,nu
https://www.alessandrodesign.ro/upload/userfiles/images/DEZABURIRE.jpg,extern,image/jpeg,283,404,text/html; charset=utf-8,0,text/html; charset=utf-8,0,,nu
https://www.alessandrodesign.ro/cdn/shop/files/c2fa58d9-b53f-4e16-99d1-c0ecd42ee024.png?v=1741612200&width=416,width=416,image/png,282,200,image/png,280,image/webp,32,416x416,nu
https://www.alessandrodesign.ro/cdn/shop/files/a1_517b0e5f-5d13-4631-9fd9-bbd37021f681.png?v=1742393065&width=533,width=533,image/png,280,200,image/png,295,image/webp,18,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/a1_1af28574-7104-4fc0-85e3-bfcef7e9b67a.png?v=1742300304&width=533,width=533,image/png,275,200,image/png,291,image/webp,19,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/a2_0bbb19c5-a24a-4a55-a3ed-3ac65bcd1268.png?v=1742395867&width=2048,width=2048,image/png,275,200,image/png,289,image/webp,16,800x800,nu
https://www.alessandrodesign.ro/cdn/shop/files/a2_0bbb19c5-a24a-4a55-a3ed-3ac65bcd1268.png?v=1742395867,original,image/png,275,200,image/png,289,image/webp,16,800x800,nu
https://www.alessandrodesign.ro/cdn/shop/files/a2_0bbb19c5-a24a-4a55-a3ed-3ac65bcd1268.png?v=1742395867&width=1946,width=1946,image/png,275,200,image/png,289,image/webp,16,800x800,nu
https://www.alessandrodesign.ro/cdn/shop/files/a2_0bbb19c5-a24a-4a55-a3ed-3ac65bcd1268.png?v=1742395867&width=1445,width=1445,image/png,275,200,image/png,289,image/webp,16,800x800,nu
https://www.alessandrodesign.ro/cdn/shop/files/a3-1732711560.webp?v=1740446316&width=1946,width=1946,image/jpeg,272,200,image/jpeg,272,image/webp,156,1024x1024,nu
https://www.alessandrodesign.ro/cdn/shop/files/a3-1732711560.webp?v=1740446316&width=1445,width=1445,image/jpeg,272,200,image/jpeg,272,image/webp,156,1024x1024,nu
https://www.alessandrodesign.ro/cdn/shop/files/a3-1732711609.webp?v=1740447681&width=1946,width=1946,image/jpeg,272,200,image/jpeg,272,image/webp,156,1024x1024,nu
https://www.alessandrodesign.ro/cdn/shop/files/a3-1732711609.webp?v=1740447681&width=1445,width=1445,image/jpeg,272,200,image/jpeg,272,image/webp,156,1024x1024,nu
https://www.alessandrodesign.ro/cdn/shop/files/panou-artificial-100x100cm-verde_pv06-100x100_02-1686045743.webp?v=1740438854&width=1445,width=1445,image/jpeg,271,200,image/jpeg,271,image/webp,189,900x900,nu
https://www.alessandrodesign.ro/cdn/shop/files/panou-artificial-100x100cm-verde_pv06-100x100_02-1686045743.webp?v=1740438854&width=1946,width=1946,image/jpeg,271,200,image/jpeg,271,image/webp,189,900x900,nu
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/SS2_500x.png?v=1738316017,original,image/png,269,200,image/png,272,image/webp,33,500x340,nu
https://www.alessandrodesign.ro/cdn/shop/files/candelabru-cristal-selim-14x-e14-auriu_CC2085AU_04.webp?v=1740436292&width=1445,width=1445,image/jpeg,268,200,image/jpeg,268,image/webp,200,900x900,nu
https://www.alessandrodesign.ro/cdn/shop/files/candelabru-cristal-selim-14x-e14-auriu_CC2085AU_04.webp?v=1740436292&width=1946,width=1946,image/jpeg,268,200,image/jpeg,268,image/webp,200,900x900,nu
https://www.alessandrodesign.ro/cdn/shop/files/candelabru-cristal-kassian-11x-e14-auriu_CC2065AU_03.webp?v=1740436162&width=1946,width=1946,image/jpeg,268,200,image/jpeg,268,image/webp,224,900x900,DA
https://www.alessandrodesign.ro/cdn/shop/files/candelabru-cristal-kassian-11x-e14-auriu_CC2065AU_03.webp?v=1740436162&width=1445,width=1445,image/jpeg,268,200,image/jpeg,268,image/webp,224,900x900,DA
https://www.alessandrodesign.ro/cdn/shop/files/1cf474e9-8688-4aaf-9b27-ac56a04079fe.png?v=1742221682&width=533,width=533,image/png,267,200,image/png,281,image/webp,13,533x508,nu
https://www.alessandrodesign.ro/cdn/shop/files/a2-1732632558.webp?v=1740446322&width=1445,width=1445,image/jpeg,266,200,image/jpeg,266,image/webp,150,1024x1024,nu
https://www.alessandrodesign.ro/cdn/shop/files/a2-1732632558.webp?v=1740446322&width=1946,width=1946,image/jpeg,266,200,image/jpeg,266,image/webp,150,1024x1024,nu
https://www.alessandrodesign.ro/cdn/shop/files/panou-artificial-100x100cm-verde-1686045741.webp?v=1740438855&width=1445,width=1445,image/jpeg,265,200,image/jpeg,265,image/webp,171,900x900,nu
https://www.alessandrodesign.ro/cdn/shop/files/panou-artificial-100x100cm-verde-1686045741.webp?v=1740438855&width=1946,width=1946,image/jpeg,265,200,image/jpeg,265,image/webp,171,900x900,nu
https://www.alessandrodesign.ro/cdn/shop/files/a1_fcf0d8e2-0900-4c2a-b9b3-194cfc79c3a6.png?v=1741868409&width=1445,width=1445,image/png,264,404,text/html; charset=utf-8,0,text/html; charset=utf-8,0,,nu
https://www.alessandrodesign.ro/cdn/shop/files/8d1ac828-e333-4261-8ba1-d01451ff399f.png?v=1742372166&width=416,width=416,image/png,263,200,image/png,264,image/webp,34,416x416,nu
https://www.alessandrodesign.ro/cdn/shop/files/a2_2aa082f0-c6a7-4422-9b82-ebb69a7d9450.png?v=1742218687&width=533,width=533,image/png,261,200,image/png,276,image/webp,9,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/LustraLEDMITA_28W_luminaRece_Calda_Neutra_Alb-2.jpg?v=1742223336&width=1946,width=1946,image/jpeg,260,200,image/jpeg,260,image/webp,203,1946x1946,DA
https://www.alessandrodesign.ro/cdn/shop/files/aplica-led-cristal-betina-32w-argintiu_AP2162AG_02.webp?v=1740436360&width=1946,width=1946,image/jpeg,259,404,text/html; charset=utf-8,0,text/html; charset=utf-8,0,,nu
https://www.alessandrodesign.ro/cdn/shop/files/aplica-led-cristal-betina-32w-argintiu_AP2162AG_02.webp?v=1740436360&width=1445,width=1445,image/jpeg,259,404,text/html; charset=utf-8,0,text/html; charset=utf-8,0,,nu
https://www.alessandrodesign.ro/cdn/shop/files/a5.png?v=1742218687&width=533,width=533,image/png,258,200,image/png,281,image/webp,13,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/a1_e693b744-4b4c-4013-b938-0fcad639c9bb.png?v=1742218687&width=533,width=533,image/png,258,200,image/png,268,image/webp,14,533x533,nu
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/SS1_500x.png?v=1738315002,original,image/png,256,200,image/png,263,image/webp,33,500x340,nu
https://www.alessandrodesign.ro/cdn/shop/files/ff7a3ab3-5d10-4c78-80ad-47e3ce50828c.png?v=1742916003&width=533,width=533,image/png,256,200,image/png,270,image/webp,20,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/set-3-covorase-de-baie-50x40-cm-verde-antiderapant_3P012_04.webp?v=1740394054&width=1946,width=1946,image/jpeg,255,200,image/jpeg,255,image/webp,201,900x900,DA
https://www.alessandrodesign.ro/cdn/shop/files/set-3-covorase-de-baie-50x40-cm-verde-antiderapant_3P012_04.webp?v=1740394054&width=1445,width=1445,image/jpeg,255,200,image/jpeg,255,image/webp,201,900x900,DA
https://www.alessandrodesign.ro/cdn/shop/files/6e6946e3-66b4-47dc-a5f9-e061d2279500.png?v=1742903458&width=533,width=533,image/png,255,200,image/png,266,image/webp,20,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/WPSPhotos_1_e698b608-3b17-4880-88ab-26c80016dfad.png?v=1741680979&width=533,width=533,image/png,255,200,image/png,240,image/webp,29,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/panou-artificial-50x50cm-verde_pv07-50x50_02-1686046080.webp?v=1740438861&width=1946,width=1946,image/jpeg,254,200,image/jpeg,309,image/webp,146,1080x1080,nu
https://www.alessandrodesign.ro/cdn/shop/files/panou-artificial-50x50cm-verde_pv07-50x50_02-1686046080.webp?v=1740438861&width=1445,width=1445,image/jpeg,254,200,image/jpeg,309,image/webp,146,1080x1080,nu
https://www.alessandrodesign.ro/cdn/shop/files/candelabru-cristal-soner-4x-e27-auriu_CC1999AU_03.webp?v=1740422782&width=1946,width=1946,image/jpeg,252,200,image/jpeg,252,image/webp,209,900x900,DA
https://www.alessandrodesign.ro/cdn/shop/files/candelabru-cristal-soner-4x-e27-auriu_CC1999AU_03.webp?v=1740422782&width=1445,width=1445,image/jpeg,252,200,image/jpeg,252,image/webp,209,900x900,DA
https://www.alessandrodesign.ro/cdn/shop/files/a4_1fd7180d-5771-4ce4-ba40-efe4b09752ec.png?v=1743073083&width=533,width=533,image/png,250,200,image/png,266,image/webp,12,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/a1_18485c35-ce77-4ebc-9361-0235266f6011.png?v=1743078773&width=533,width=533,image/png,249,200,image/png,262,image/webp,20,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/T161-3.jpg?v=1741859250&width=1946,width=1946,image/jpeg,248,200,image/jpeg,248,image/webp,168,1280x1280,nu
https://www.alessandrodesign.ro/cdn/shop/files/T161-3.jpg?v=1741859250&width=1445,width=1445,image/jpeg,248,200,image/jpeg,248,image/webp,168,1280x1280,nu
https://www.alessandrodesign.ro/cdn/shop/files/4dc41980-618f-443a-8f26-71d3e51073a8.png?v=1742395451&width=533,width=533,image/png,247,200,image/png,259,image/webp,19,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/af357c6d-beba-4e59-8bd2-b0bc378e4779.png?v=1742308685&width=533,width=533,image/png,247,200,image/png,265,image/webp,20,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/panou-artificial-50x50cm-verde-1686046078.webp?v=1740438861&width=1946,width=1946,image/jpeg,245,200,image/jpeg,245,image/webp,145,900x900,nu
https://www.alessandrodesign.ro/cdn/shop/files/panou-artificial-50x50cm-verde-1686046078.webp?v=1740438861&width=1445,width=1445,image/jpeg,245,200,image/jpeg,245,image/webp,145,900x900,nu
https://www.alessandrodesign.ro/cdn/shop/files/a1_7a08aeaa-b81b-4972-a007-fc14b5e8ad34.png?v=1742311691&width=533,width=533,image/png,245,200,image/png,259,image/webp,17,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/candelabru-junnut-21xe27-cristal-metal-auriu_CC2037AU_05.webp?v=1742372166&width=1445,width=1445,image/jpeg,245,200,image/jpeg,245,image/webp,175,900x900,nu
https://www.alessandrodesign.ro/cdn/shop/files/candelabru-junnut-21xe27-cristal-metal-auriu_CC2037AU_05.webp?v=1742372166&width=1946,width=1946,image/jpeg,245,200,image/jpeg,245,image/webp,175,900x900,nu
https://www.alessandrodesign.ro/cdn/shop/files/tapet-vinil-lavabil-melisa-vinil-pe-suport-de-flizelin-106-m-x-1005m-5085_5085_01.webp?v=1740408335&width=1445,width=1445,image/jpeg,244,404,text/html; charset=utf-8,0,text/html; charset=utf-8,0,,nu
https://www.alessandrodesign.ro/cdn/shop/files/tapet-vinil-lavabil-melisa-vinil-pe-suport-de-flizelin-106-m-x-1005m-5085_5085_01.webp?v=1740408335&width=1946,width=1946,image/jpeg,244,404,text/html; charset=utf-8,0,text/html; charset=utf-8,0,,nu
https://www.alessandrodesign.ro/cdn/shop/files/1cf474e9-8688-4aaf-9b27-ac56a04079fe_c21d9b06-0d6d-4376-80c8-6a8db77b5d33.png?v=1742221910&width=533,width=533,image/png,243,200,image/png,257,image/webp,11,533x491,nu
https://www.alessandrodesign.ro/cdn/shop/files/tapet-arabia-albastru-1010_1010_01.webp?v=1740408053&width=1946,width=1946,image/jpeg,243,404,text/html; charset=utf-8,0,text/html; charset=utf-8,0,,nu
https://www.alessandrodesign.ro/cdn/shop/files/tapet-arabia-albastru-1010_1010_01.webp?v=1740408053&width=1445,width=1445,image/jpeg,243,404,text/html; charset=utf-8,0,text/html; charset=utf-8,0,,nu
https://www.alessandrodesign.ro/cdn/shop/files/a2_5f5fe145-9068-4f4d-adb6-4f07f57c3879.png?v=1741678764&width=533,width=533,image/png,242,200,image/png,255,image/webp,9,533x533,nu
https://www.alessandrodesign.ro/cdn/shop/files/1b-1718646954.webp?v=1740443145&width=1445,width=1445,image/jpeg,241,200,image/jpeg,235,image/webp,116,900x900,nu
https://www.alessandrodesign.ro/cdn/shop/files/1b-1718646954.webp?v=1740443145&width=1946,width=1946,image/jpeg,241,200,image/jpeg,235,image/webp,116,900x900,nu
https://www.alessandrodesign.ro/cdn/shop/files/Lustra_LED_MORNIKA_12W_lumina_Rece_Calda_Neutra_Alb-mockup2_1.png?v=1742225839&width=416,width=416,image/png,241,200,image/png,248,image/webp,23,416x416,nu
https://www.alessandrodesign.ro/cdn/shop/files/panou-artificial-50x50cm-verde_pv07-50x50_03-1686046082.webp?v=1740438861&width=1946,width=1946,image/jpeg,239,200,image/jpeg,239,image/webp,140,900x900,nu
https://www.alessandrodesign.ro/cdn/shop/files/panou-artificial-50x50cm-verde_pv07-50x50_03-1686046082.webp?v=1740438861&width=1445,width=1445,image/jpeg,239,200,image/jpeg,239,image/webp,140,900x900,nu
https://www.alessandrodesign.ro/cdn/shop/files/candelabru-junnut-21xe27-cristal-metal-auriu_CC2037AU_04.webp?v=1742372166&width=1946,width=1946,image/jpeg,239,200,image/jpeg,239,image/webp,148,900x900,nu
