url,status,format_browser,kb_browser,format_crawler,kb_crawler,px,produse_active,produse_total,exemple_produse
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/banner_desc_1_png.png?v=1769162635,200,image/webp,531,image/png,3598,3000x1464,41,46,aplica-led-ad615gd-decorativa-lumina-rece-neutra-calda-auriu aplica-led-ad616gd-decorativa-lumina-rece-neutra-calda-auriu aplica-led-ad617gd-decorativa-lumina-rece-neutra-calda-auriu-1
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/17.BANNER.png?v=1775002850,200,image/webp,492,image/png,2098,2960x978,1,1,candelabru-cristal-windsor-eleganza-8x-e27-diametru-39cm-auriu-lucios-inaltime-reglabila
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/banner_desc_1_png.png?v=1769162634,200,image/webp,465,image/png,3598,3000x1464,1,1,lustra-led-vertex-matrix-romburi-suprapuse-rame-metalice-24w-2-romburi-lumina-rece-calda-neutra-negru
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/Banner_5bbe0b75-b06c-40fb-a4fe-f58069f170b8.jpg?v=1773100029,200,image/webp,456,image/jpeg,768,5920x1956,1,1,lustra-led-vertex-circula-21w-2-cercuri-rame-metalice-lumina-rece-calda-neutra-alb
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/17._BANNER_c57966f1-2ff2-49be-b5b2-26b1bd6d5c51.png?v=1778233401,200,image/webp,450,image/png,5036,2960x978,1,1,lustra-led-cu-telecomanda-helix-63w-lumina-rece-calda-neutra-dimabila-negru
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/Banner_ee040305-3363-43a3-b812-fe41a3ff6953.png?v=1775001912,200,image/webp,417,image/png,2700,3168x1344,1,1,lustra-suspendata-led-acril-nova-57w-cu-telecomanda-dimabila-3000k-4000k-6000k-auriu-metal-si-acril
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/17._BANNER_a46b612f-d47d-4ac4-bf49-49f1f730c0ec.png?v=1775582364,200,image/webp,405,image/png,5226,2960x978,1,1,lustra-led-cu-telecomanda-vector-arcus-52w-2-elemente-lumina-rece-calda-neutra-dimabila-negru
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/Banner_cd7414eb-c193-4d59-80db-ba346dba2206.jpg?v=1773138948,200,image/webp,402,image/jpeg,543,3168x1344,1,1,lustra-led-cu-telecomanda-lt188wh-cristal-si-metal-40w-dimabila-inaltime-reglabila-lumina-rece-calda-neutra-iluminat-luxos
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/Banner_084fdd95-7d91-4bcb-b26a-97da04308a26.jpg?v=1773113791,200,image/webp,349,image/jpeg,545,4224x1792,1,1,lustra-led-cu-telecomanda-alyona-44w-luna-si-stea-lumina-rece-calda-neutra-dimabila-negru
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/Banner_6c2c9c9f-592a-4f95-ad40-04bee6782bc6.jpg?v=1773138670,200,image/webp,346,image/jpeg,407,3168x1344,1,1,lustra-led-cu-telecomanda-ella-119w-6-patrate-lumina-rece-calda-neutra-dimabila-alb
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/17._BANNER_7be9bce0-b31a-4c89-a466-f35cfb385b6e.png?v=1778435546,200,image/webp,345,image/png,4821,2960x978,1,1,candelabru-cristal-windsor-nobile-5xe14-diametru-39cm-crom-lucios-inaltime-reglabila
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/Banner_e5470101-8559-4d4f-b7c1-46226109fe92.jpg?v=1773113728,200,image/webp,340,image/jpeg,504,4224x1792,1,1,lustra-led-vertex-matrix-romburi-suprapuse-rame-metalice-11w-2-romburi-lumina-rece-calda-neutra-alb
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/17._BANNER_89ca3ac6-a820-4379-b5ea-87e82c3848bc.png?v=1778232411,200,image/webp,312,image/png,4571,2960x978,1,1,lustra-led-cu-telecomanda-linex-81w-6-elemente-liniara-lumina-rece-calda-neutra-dimabila-negru
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/Banner_62d809db-280e-4903-82fa-ddbaedad8225.jpg?v=1773113823,200,image/webp,310,image/jpeg,472,4224x1792,1,1,lustra-suspendata-led-acril-aurion-29w-cu-telecomanda-dimabila-negru-auriu-metal-si-acril
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/17._BANNER_e87f6512-2f03-4aa4-bed8-f8cf15449291.png?v=1778438132,200,image/webp,305,image/png,4347,2960x978,1,1,candelabru-cristal-versailles-petito-3xe14-diametru-30cm-auriu-inaltime-reglabila
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/ChatGPT_Image_Aug_18_2026_11_33_48_AM.png?v=1787042063,200,image/webp,286,image/png,2690,2171x724,0,2,candelabru-led-cristal-esik-magno-63w-lumina-rece-calda-neutra-metal-si-sticla-auriu candelabru-led-cristal-esik-supremo-112w-lumina-rece-calda-neutra-metal-si-sticla-auriu
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/Banner_8d229b18-6b1a-458b-983e-97f06f18d2af.jpg?v=1773100208,200,image/webp,278,image/jpeg,505,5920x1956,1,1,lustra-led-vertex-circula-21w-2-cercuri-lumina-rece-calda-neutra-negru
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/17._BANNER_19f5e93d-e9d9-47b8-a6db-ff3870021397.png?v=1778234575,200,image/webp,276,image/png,4279,2960x978,1,1,lustra-led-cu-proiector-reglabil-fisso-camilla-66w-lumina-rece-calda-neutra-auriu-lucios
https://cdn.shopify.com/s/files/1/0782/5175/3739/files/17.BANNER_26f470c7-2a49-4181-baad-187cd3a4864b.png?v=1778235148,200,image/webp,262,image/png,4370,2960x978,1,1,lustra-led-vertex-21w-2-patrate-liniara-lumina-rece-calda-neutra-neagra
